Stanje na računu,Trajanje računa,Istorija kredita,Svrha uzimanja,Iznos kredita,Račun za štednju,Zaposlenost,Kamata – u procentima od tekućih prihoda,Pol i bračni staus,Žirant Ko-aplikant,Prebivalište (u godinama),Imovina,Godine starosti,Plaćanje u ratama,Stan/Kuća,Postojeći kredit u ovoj banci,Vrsta posla,Izdržavani: broj lica koji zavise od prihoda aplikanta,Telefon,Radnik stranac,Odobren kredit
0 <= <200 DM,14,drugi krediti plaćani na vreme,biznis,1410,500 <= < 1000 DM,>=7 godina,1,"muško, oženjen/udovac",nema,2,poseduje nekretninu,35,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,6,kašnjenje sa uplatama,biznis,1449,100 <= <500 DM,>=7 godina,1,"muško, razveden",nema,2,automobil ili drugo,31,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,2,nema,da,Da
>= 200 DM ,15,drugi krediti plaćani na vreme,obrazovanje,392,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,23,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,drugi krediti plaćani na vreme,automobil (nov),6260,<100 DM,4<= <7 godina,3,"muško, neoženjen",nema,3,poseduje nekretninu,28,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,36,kritičan račun,automobil (nov),7855,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,2,poseduje nekretninu,25,radnja,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
<0 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1680,500 <= < 1000 DM,>=7 godina,3,"muško, oženjen/udovac",nema,1,poseduje nekretninu,35,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,48,kritičan račun,muzička tehnika/televizija,3578,nema račun za štednju,>=7 godina,4,"muško, neoženjen",nema,1,poseduje nekretninu,47,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,42,drugi krediti plaćani na vreme,muzička tehnika/televizija,7174,nema račun za štednju,4<= <7 godina,4,"žensko, udata/razvedena",nema,3,automobil ili drugo,30,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
<0 DM,10,kritičan račun,nameštaj,2132,nema račun za štednju,<=1 godina,2,"žensko, udata/razvedena",ko-aplikant,3,poseduje nekretninu,27,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,1,nema,ne,Da
<0 DM,33,kritičan račun,nameštaj,4281,500 <= < 1000 DM,1<= < 4 godina,1,"žensko, udata/razvedena",nema,4,automobil ili drugo,23,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,12,kritičan račun,automobil (nov),2366,500 <= < 1000 DM,4<= <7 godina,3,"muško, razveden",nema,3,automobil ili drugo,36,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,21,drugi krediti plaćani na vreme,muzička tehnika/televizija,1835,<100 DM,1<= < 4 godina,3,"žensko, udata/razvedena",nema,2,poseduje nekretninu,25,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,24,kritičan račun,automobil (polovan),3868,<100 DM,>=7 godina,4,"žensko, udata/razvedena",nema,2,automobil ili drugo,41,nema,stanarina,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,nameštaj,1768,<100 DM,1<= < 4 godina,3,"muško, neoženjen",nema,2,poseduje nekretninu,24,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
>= 200 DM ,10,kritičan račun,automobil (nov),781,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,nema,63,nema,živi besplatno,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,drugi krediti plaćani na vreme,nameštaj,1924,nema račun za štednju,<=1 godina,4,"žensko, udata/razvedena",nema,3,poseduje nekretninu,27,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
<0 DM,12,kritičan račun,automobil (nov),2121,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,30,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,701,<100 DM,1<= < 4 godina,4,"muško, oženjen/udovac",nema,2,poseduje nekretninu,40,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,popravka,639,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,30,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,12,kritičan račun,automobil (polovan),1860,<100 DM,nezaposlen,4,"muško, neoženjen",nema,2,automobil ili drugo,34,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,12,kritičan račun,automobil (nov),3499,<100 DM,1<= < 4 godina,3,"žensko, udata/razvedena",ko-aplikant,2,poseduje nekretninu,29,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,48,drugi krediti plaćani na vreme,automobil (nov),8487,nema račun za štednju,4<= <7 godina,1,"žensko, udata/razvedena",nema,2,automobil ili drugo,24,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,36,kašnjenje sa uplatama,obrazovanje,6887,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,29,radnja,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,nameštaj,2708,<100 DM,<=1 godina,2,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,27,banka,poseduje,2,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
nema računa u ovoj banci,18,drugi krediti plaćani na vreme,nameštaj,1984,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,nema,47,banka,živi besplatno,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,60,drugi krediti plaćani na vreme,muzička tehnika/televizija,10144,100 <= <500 DM,4<= <7 godina,2,"žensko, udata/razvedena",nema,4,poseduje nekretninu,21,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,kritičan račun,muzička tehnika/televizija,1240,nema račun za štednju,>=7 godina,4,"žensko, udata/razvedena",nema,2,poseduje nekretninu,38,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,27,kašnjenje sa uplatama,automobil (polovan),8613,>= 1000 DM,1<= < 4 godina,2,"muško, neoženjen",nema,2,automobil ili drugo,27,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,766,500 <= < 1000 DM,1<= < 4 godina,4,"muško, neoženjen",nema,3,poseduje nekretninu,66,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Ne
0 <= <200 DM,15,kritičan račun,muzička tehnika/televizija,2728,nema račun za štednju,4<= <7 godina,4,"muško, neoženjen",žirant,2,poseduje nekretninu,35,banka,poseduje,3,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
>= 200 DM ,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1881,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,2,automobil ili drugo,44,nema,stanarina,1,nema zvanično obrazovanje: ima stalan posao,1,ima,da,Da
>= 200 DM ,6,drugi krediti plaćani na vreme,automobil (nov),709,>= 1000 DM,<=1 godina,2,"muško, oženjen/udovac",nema,2,poseduje nekretninu,27,nema,poseduje,1,nezposlen/nema zvanično obrazovanje,1,nema,ne,Da
0 <= <200 DM,36,drugi krediti plaćani na vreme,muzička tehnika/televizija,4795,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,1,nema,30,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,27,drugi krediti plaćani na vreme,muzička tehnika/televizija,3416,<100 DM,1<= < 4 godina,3,"muško, neoženjen",nema,2,automobil ili drugo,27,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,nema,da,Da
<0 DM,18,drugi krediti plaćani na vreme,nameštaj,2462,<100 DM,1<= < 4 godina,2,"muško, neoženjen",nema,2,automobil ili drugo,22,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,21,kritičan račun,nameštaj,2288,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,23,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,48,svi krediti u ovoj banci vraćeni na vreme,biznis,3566,100 <= <500 DM,4<= <7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,30,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,6,kritičan račun,automobil (nov),860,<100 DM,>=7 godina,1,"žensko, udata/razvedena",nema,4,nema,39,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,12,kritičan račun,automobil (nov),682,100 <= <500 DM,4<= <7 godina,4,"žensko, udata/razvedena",nema,3,automobil ili drugo,51,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,36,kritičan račun,nameštaj,5371,<100 DM,1<= < 4 godina,3,"muško, neoženjen",žirant,2,ulaganje u nekretnine/životno osiguranje,28,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,18,kritičan račun,muzička tehnika/televizija,1582,>= 1000 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,46,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,6,drugi krediti plaćani na vreme,muzička tehnika/televizija,1346,100 <= <500 DM,>=7 godina,2,"muško, neoženjen",nema,4,nema,42,banka,živi besplatno,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
nema računa u ovoj banci,10,drugi krediti plaćani na vreme,muzička tehnika/televizija,1924,<100 DM,1<= < 4 godina,1,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,38,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,ne,Da
>= 200 DM ,36,drugi krediti plaćani na vreme,muzička tehnika/televizija,5848,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,1,automobil ili drugo,24,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,24,kritičan račun,automobil (polovan),7758,>= 1000 DM,>=7 godina,2,"žensko, udata/razvedena",nema,4,nema,29,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,24,kašnjenje sa uplatama,biznis,6967,100 <= <500 DM,4<= <7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,36,nema,stanarina,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,nameštaj,1282,<100 DM,1<= < 4 godina,2,"žensko, udata/razvedena",nema,4,automobil ili drugo,20,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
<0 DM,9,kritičan račun,popravka,1288,100 <= <500 DM,>=7 godina,3,"muško, neoženjen",žirant,4,poseduje nekretninu,48,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,2,nema,ne,Da
<0 DM,12,svi krediti u ovoj banci vraćeni na vreme,prekvalifikovanje,339,<100 DM,>=7 godina,4,"muško, oženjen/udovac",nema,1,automobil ili drugo,45,banka,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
0 <= <200 DM,24,drugi krediti plaćani na vreme,automobil (nov),3512,100 <= <500 DM,4<= <7 godina,2,"muško, neoženjen",nema,3,automobil ili drugo,38,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,6,kritičan račun,muzička tehnika/televizija,1898,nema račun za štednju,1<= < 4 godina,1,"muško, neoženjen",nema,2,poseduje nekretninu,34,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Da
nema računa u ovoj banci,24,kritičan račun,muzička tehnika/televizija,2872,100 <= <500 DM,>=7 godina,3,"muško, neoženjen",nema,4,poseduje nekretninu,36,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Da
nema računa u ovoj banci,18,kritičan račun,automobil (nov),1055,<100 DM,<=1 godina,4,"žensko, udata/razvedena",nema,1,ulaganje u nekretnine/životno osiguranje,30,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,15,drugi krediti plaćani na vreme,bela tehnika,1262,500 <= < 1000 DM,4<= <7 godina,4,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,36,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,10,drugi krediti plaćani na vreme,automobil (nov),7308,<100 DM,nezaposlen,2,"muško, neoženjen",nema,4,nema,70,banka,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Da
nema računa u ovoj banci,36,drugi krediti plaćani na vreme,automobil (nov),909,500 <= < 1000 DM,>=7 godina,4,"muško, neoženjen",nema,4,ulaganje u nekretnine/životno osiguranje,36,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,6,drugi krediti plaćani na vreme,nameštaj,2978,500 <= < 1000 DM,1<= < 4 godina,1,"muško, neoženjen",nema,2,automobil ili drugo,32,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,18,drugi krediti plaćani na vreme,nameštaj,1131,<100 DM,nezaposlen,4,"žensko, udata/razvedena",nema,2,automobil ili drugo,33,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,11,drugi krediti plaćani na vreme,nameštaj,1577,>= 1000 DM,<=1 godina,4,"žensko, udata/razvedena",nema,1,poseduje nekretninu,20,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,nameštaj,3972,<100 DM,4<= <7 godina,2,"žensko, udata/razvedena",nema,4,ulaganje u nekretnine/životno osiguranje,25,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,24,kritičan račun,biznis,1935,<100 DM,>=7 godina,4,"muško, razveden",nema,4,poseduje nekretninu,31,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Ne
<0 DM,15,nema uzetih kredita,automobil (nov),950,<100 DM,>=7 godina,4,"muško, neoženjen",nema,3,automobil ili drugo,33,nema,stanarina,2,zaposlen i ima zvanično obrazovanje,2,nema,da,Ne
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,nameštaj,763,<100 DM,1<= < 4 godina,4,"žensko, udata/razvedena",nema,1,poseduje nekretninu,26,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,24,kašnjenje sa uplatama,nameštaj,2064,<100 DM,nezaposlen,3,"žensko, udata/razvedena",nema,2,ulaganje u nekretnine/životno osiguranje,34,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
0 <= <200 DM,8,drugi krediti plaćani na vreme,muzička tehnika/televizija,1414,<100 DM,1<= < 4 godina,4,"muško, neoženjen",žirant,2,poseduje nekretninu,33,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,ne,Da
<0 DM,21,kašnjenje sa uplatama,obrazovanje,3414,<100 DM,<=1 godina,2,"muško, neoženjen",nema,1,ulaganje u nekretnine/životno osiguranje,26,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
nema računa u ovoj banci,30,svi krediti u ovoj banci vraćeni na vreme,automobil (polovan),7485,nema račun za štednju,nezaposlen,4,"žensko, udata/razvedena",nema,1,poseduje nekretninu,53,banka,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
<0 DM,12,drugi krediti plaćani na vreme,nameštaj,2577,<100 DM,1<= < 4 godina,2,"muško, razveden",nema,1,automobil ili drugo,42,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
<0 DM,6,kritičan račun,muzička tehnika/televizija,338,500 <= < 1000 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,52,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,1963,<100 DM,4<= <7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,31,nema,stanarina,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Da
<0 DM,21,kritičan račun,automobil (nov),571,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,poseduje nekretninu,65,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
nema računa u ovoj banci,36,kašnjenje sa uplatama,biznis,9572,<100 DM,<=1 godina,1,"muško, razveden",nema,1,automobil ili drugo,28,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,36,kašnjenje sa uplatama,biznis,4455,<100 DM,1<= < 4 godina,2,"muško, razveden",nema,2,poseduje nekretninu,30,radnja,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
<0 DM,21,svi krediti u ovoj banci vraćeni na vreme,automobil (nov),1647,nema račun za štednju,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,40,nema,poseduje,2,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
nema računa u ovoj banci,24,kritičan račun,nameštaj,3777,>= 1000 DM,1<= < 4 godina,4,"muško, neoženjen",nema,4,poseduje nekretninu,50,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,kritičan račun,automobil (nov),884,<100 DM,>=7 godina,4,"muško, neoženjen",nema,4,automobil ili drugo,36,banka,poseduje,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Ne
nema računa u ovoj banci,15,kritičan račun,muzička tehnika/televizija,1360,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,ulaganje u nekretnine/životno osiguranje,31,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,9,svi krediti u ovoj banci vraćeni na vreme,automobil (polovan),5129,<100 DM,>=7 godina,2,"žensko, udata/razvedena",nema,4,nema,74,banka,živi besplatno,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,2,ima,da,Ne
0 <= <200 DM,16,kritičan račun,automobil (nov),1175,<100 DM,nezaposlen,2,"muško, neoženjen",nema,3,automobil ili drugo,68,nema,živi besplatno,3,nezposlen/nema zvanično obrazovanje,1,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,muzička tehnika/televizija,674,100 <= <500 DM,4<= <7 godina,4,"muško, oženjen/udovac",nema,1,ulaganje u nekretnine/životno osiguranje,20,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,18,nema uzetih kredita,nameštaj,3244,<100 DM,1<= < 4 godina,1,"žensko, udata/razvedena",nema,4,automobil ili drugo,33,banka,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
nema računa u ovoj banci,24,drugi krediti plaćani na vreme,biznis,4591,>= 1000 DM,1<= < 4 godina,2,"muško, neoženjen",nema,3,ulaganje u nekretnine/životno osiguranje,54,nema,poseduje,3,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
0 <= <200 DM,48,nema uzetih kredita,biznis,3844,100 <= <500 DM,4<= <7 godina,4,"muško, neoženjen",nema,4,nema,34,nema,živi besplatno,1,nema zvanično obrazovanje: ima stalan posao,2,nema,da,Ne
0 <= <200 DM,27,drugi krediti plaćani na vreme,biznis,3915,<100 DM,1<= < 4 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,36,nema,poseduje,1,zaposlen i ima zvanično obrazovanje,2,ima,da,Ne
nema računa u ovoj banci,6,drugi krediti plaćani na vreme,muzička tehnika/televizija,2108,<100 DM,4<= <7 godina,2,"muško, oženjen/udovac",nema,2,poseduje nekretninu,29,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Da
0 <= <200 DM,45,drugi krediti plaćani na vreme,muzička tehnika/televizija,3031,100 <= <500 DM,1<= < 4 godina,4,"muško, neoženjen",žirant,4,ulaganje u nekretnine/životno osiguranje,21,nema,stanarina,1,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,9,kritičan račun,obrazovanje,1501,<100 DM,>=7 godina,2,"žensko, udata/razvedena",nema,3,automobil ili drugo,34,nema,poseduje,2,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,6,kritičan račun,muzička tehnika/televizija,1382,<100 DM,1<= < 4 godina,1,"žensko, udata/razvedena",nema,1,automobil ili drugo,28,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,12,drugi krediti plaćani na vreme,nameštaj,951,100 <= <500 DM,<=1 godina,4,"žensko, udata/razvedena",nema,4,automobil ili drugo,27,banka,stanarina,4,zaposlen i ima zvanično obrazovanje,1,nema,da,Ne
0 <= <200 DM,24,drugi krediti plaćani na vreme,automobil (polovan),2760,nema račun za štednju,>=7 godina,4,"muško, neoženjen",nema,4,nema,36,banka,živi besplatno,1,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
0 <= <200 DM,18,kašnjenje sa uplatama,nameštaj,4297,<100 DM,>=7 godina,4,"muško, razveden",nema,3,nema,40,nema,poseduje,1,radi u menadžmentu/samo-zaposlen/visoko obrazovanje,1,ima,da,Ne
nema računa u ovoj banci,9,kritičan račun,obrazovanje,936,500 <= < 1000 DM,>=7 godina,4,"muško, neoženjen",nema,2,automobil ili drugo,52,nema,poseduje,2,zaposlen i ima zvanično obrazovanje,1,ima,da,Da
<0 DM,12,drugi krediti plaćani na vreme,automobil (nov),1168,<100 DM,1<= < 4 godina,4,"muško, oženjen/udovac",nema,3,poseduje nekretninu,27,nema,poseduje,1,nema zvanično obrazovanje: ima stalan posao,1,nema,da,Da
